"Year","Temperature","Net_Primary_Production","Sea_Surface_Salinity","Chlorophyll","Currents","Windspeed"
"1955-05-15",19.24,NA,35.954,NA,NA,NA
"1955-06-15",21,NA,35.974,NA,NA,NA
"1955-07-15",24.79,NA,36.022,NA,NA,NA
"1955-08-15",26.45,NA,36.053,NA,NA,NA
"1955-09-15",27.35,NA,36.045,NA,NA,NA
"1955-10-15",24.59,NA,36.03,NA,NA,NA
"1955-11-15",22.19,NA,36,NA,NA,NA
"1955-12-15",21.41,NA,36.004,NA,NA,NA
"1956-01-15",19.97,NA,36.014,NA,NA,NA
"1956-02-15",19.83,NA,36.001,NA,NA,NA
"1956-03-15",18.59,NA,35.966,NA,NA,NA
"1956-04-15",19.33,NA,35.952,NA,NA,NA
"1956-05-15",19.21,NA,35.961,NA,NA,NA
"1956-06-15",20.23,NA,35.979,NA,NA,NA
"1956-07-15",23.56,NA,36.025,NA,NA,NA
"1956-08-15",25.41,NA,36.037,NA,NA,NA
"1956-09-15",26.36,NA,36.036,NA,NA,NA
"1956-10-15",26.4,NA,36.022,NA,NA,NA
"1956-11-15",22.68,NA,35.993,NA,NA,NA
"1956-12-15",21.44,NA,35.996,NA,NA,NA
"1957-01-15",19.33,NA,36.012,NA,NA,NA
"1957-02-15",18.23,NA,35.918,NA,NA,NA
"1957-03-15",19.29,NA,35.896,NA,NA,NA
"1957-04-15",18.65,NA,35.888,NA,NA,NA
"1957-05-15",18.98,NA,35.953,NA,NA,NA
"1957-06-15",19.57,NA,35.972,NA,NA,NA
"1957-07-15",23.31,NA,36.009,NA,NA,NA
"1957-08-15",24.74,NA,35.939,NA,NA,NA
"1957-09-15",27.08,NA,35.852,NA,NA,NA
"1957-10-15",25.96,NA,35.954,NA,NA,NA
"1957-11-15",23.16,NA,35.882,NA,NA,NA
"1957-12-15",21.4,NA,35.846,NA,NA,NA
"1958-01-15",19.73,NA,35.797,NA,NA,NA
"1958-02-15",20.14,NA,35.803,NA,NA,NA
"1958-03-15",20.14,NA,35.993,NA,NA,NA
"1958-04-15",19.05,NA,35.928,NA,NA,NA
"1958-05-15",20.2,NA,35.929,NA,NA,NA
"1958-06-15",21.22,NA,35.872,NA,NA,NA
"1958-07-15",24.18,NA,35.936,NA,NA,NA
"1958-08-15",26.85,NA,35.963,NA,NA,NA
"1958-09-15",26.68,NA,35.675,NA,NA,NA
"1958-10-15",24.94,NA,35.496,NA,NA,NA
"1958-11-15",22.85,NA,35.297,NA,NA,NA
"1958-12-15",20.86,NA,35.726,NA,NA,NA
"1959-01-15",19.44,NA,36.013,NA,NA,NA
"1959-02-15",18.67,NA,36.009,NA,NA,NA
"1959-03-15",18.42,NA,35.974,NA,NA,NA
"1959-04-15",18.24,NA,35.957,NA,NA,NA
"1959-05-15",18.67,NA,35.94,NA,NA,NA
"1959-06-15",19.57,NA,35.937,NA,NA,NA
"1959-07-15",22.23,NA,35.926,NA,NA,NA
"1959-08-15",24.62,NA,36.024,NA,NA,NA
"1959-09-15",24.84,NA,36.046,NA,NA,NA
"1959-10-15",22.71,NA,35.935,NA,NA,NA
"1959-11-15",21.09,NA,35.744,NA,NA,NA
"1959-12-15",18.74,NA,35.877,NA,NA,NA
"1960-01-15",18.32,NA,35.772,NA,NA,NA
"1960-02-15",18.34,NA,35.789,NA,NA,NA
"1960-03-15",18.83,NA,35.772,NA,NA,NA
"1960-04-15",19.41,NA,35.73,NA,NA,NA
"1960-05-15",19.35,NA,35.716,NA,NA,NA
"1960-06-15",20.28,NA,35.766,NA,NA,NA
"1960-07-15",22.82,NA,35.833,NA,NA,NA
"1960-08-15",25.2,NA,35.874,NA,NA,5.27
"1960-09-15",25.38,NA,35.889,NA,NA,NA
"1960-10-15",23.8,NA,35.907,NA,NA,NA
"1960-11-15",21.61,NA,35.864,NA,NA,NA
"1960-12-15",19.82,NA,35.875,NA,NA,NA
"1961-01-15",18.51,NA,35.907,NA,NA,NA
"1961-02-15",18.8,NA,36.042,NA,NA,NA
"1961-03-15",19.62,NA,35.841,NA,NA,NA
"1961-04-15",19.12,NA,35.832,NA,NA,NA
"1961-05-15",20.06,NA,35.732,NA,NA,NA
"1961-06-15",21.66,NA,35.91,NA,NA,8.2
"1961-07-15",24.94,NA,36.062,NA,NA,NA
"1961-08-15",27.56,NA,36.039,NA,NA,NA
"1961-09-15",26.86,NA,36.035,NA,NA,NA
"1961-10-15",24.9,NA,36.019,NA,NA,NA
"1961-11-15",22.12,NA,35.967,NA,NA,NA
"1961-12-15",21.49,NA,35.974,NA,NA,NA
"1962-01-15",20.26,NA,36.005,NA,NA,5.9
"1962-02-15",19.05,NA,35.987,NA,NA,NA
"1962-03-15",19.36,NA,35.95,NA,NA,NA
"1962-04-15",19.16,NA,35.936,NA,NA,NA
"1962-05-15",19.68,NA,35.939,NA,NA,NA
"1962-06-15",20.14,NA,35.994,NA,NA,NA
"1962-07-15",23.81,NA,35.956,NA,NA,NA
"1962-08-15",26.14,NA,36.003,NA,NA,NA
"1962-09-15",26.29,NA,35.877,NA,NA,NA
"1962-10-15",23.53,NA,35.771,NA,NA,NA
"1962-11-15",23.09,NA,35.991,NA,NA,NA
"1962-12-15",21.67,NA,35.938,NA,NA,NA
"1963-01-15",20.89,NA,36.071,NA,NA,NA
"1963-02-15",20.11,NA,36.113,NA,NA,NA
"1963-03-15",20.05,NA,36.068,NA,NA,NA
"1963-04-15",19.37,NA,36.071,NA,NA,NA
"1963-05-15",19.66,NA,36.077,NA,NA,NA
"1963-06-15",20.38,NA,36.081,NA,NA,5.1
"1963-07-15",23.87,NA,35.982,NA,NA,NA
"1963-08-15",25.3,NA,35.899,NA,NA,NA
"1963-09-15",24.96,NA,36.019,NA,NA,NA
"1963-10-15",24.28,NA,35.935,NA,NA,NA
"1963-11-15",23.51,NA,35.814,NA,NA,NA
"1963-12-15",21.08,NA,35.843,NA,NA,NA
"1964-01-15",19.52,NA,35.966,NA,NA,NA
"1964-02-15",19.39,NA,35.96,NA,NA,NA
"1964-03-15",19.57,NA,35.935,NA,NA,5.82
"1964-04-15",18.07,NA,35.944,NA,NA,NA
"1964-05-15",20.13,NA,35.899,NA,NA,NA
"1964-06-15",20.31,NA,35.841,NA,NA,NA
"1964-07-15",23.77,NA,35.9,NA,NA,NA
"1964-08-15",25.01,NA,35.905,NA,NA,NA
"1964-09-15",26.42,NA,35.902,NA,NA,NA
"1964-10-15",24.87,NA,35.867,NA,NA,NA
"1964-11-15",22.68,NA,35.89,NA,NA,NA
"1964-12-15",20.2,NA,35.87,NA,NA,NA
"1965-01-15",18.57,NA,35.858,NA,NA,NA
"1965-02-15",19.14,NA,35.971,NA,NA,NA
"1965-03-15",18.91,NA,36.009,NA,NA,9.62
"1965-04-15",18.75,NA,35.833,NA,NA,10.87
"1965-05-15",19.2,NA,35.823,NA,NA,4.1
"1965-06-15",19.98,NA,35.823,NA,NA,NA
"1965-07-15",22.71,NA,35.776,NA,NA,NA
"1965-08-15",25.64,NA,35.832,NA,NA,NA
"1965-09-15",26.33,NA,35.847,NA,NA,NA
"1965-10-15",24.23,NA,35.734,NA,NA,5.22
"1965-11-15",23.15,NA,35.732,NA,NA,4.83
"1965-12-15",20.65,NA,35.782,NA,NA,NA
"1966-01-15",19.63,NA,35.629,NA,NA,NA
"1966-02-15",20.15,NA,35.859,NA,NA,NA
"1966-03-15",19.9,NA,35.939,NA,NA,NA
"1966-04-15",19.3,NA,35.835,NA,NA,NA
"1966-05-15",20.36,NA,35.85,NA,NA,NA
"1966-06-15",20.86,NA,35.861,NA,NA,11.17
"1966-07-15",22.1,NA,35.924,NA,NA,NA
"1966-08-15",24.72,NA,35.834,NA,NA,NA
"1966-09-15",27.01,NA,35.62,NA,NA,NA
"1966-10-15",25.76,NA,35.333,NA,NA,NA
"1966-11-15",24.19,NA,35.73,NA,NA,4.32
"1966-12-15",20.98,NA,35.85,NA,NA,5.17
"1967-01-15",20.4,NA,35.926,NA,NA,NA
"1967-02-15",18.82,NA,35.883,NA,NA,NA
"1967-03-15",19.03,NA,35.845,NA,NA,9.06
"1967-04-15",19.12,NA,35.829,NA,NA,NA
"1967-05-15",19.52,NA,35.758,NA,NA,NA
"1967-06-15",20.11,NA,35.832,NA,NA,11.16
"1967-07-15",24.1,NA,36.051,NA,NA,NA
"1967-08-15",25.95,NA,36.019,NA,NA,6.88
"1967-09-15",26.35,NA,35.967,NA,NA,5.1
"1967-10-15",26.31,NA,35.641,NA,NA,1.43
"1967-11-15",22.43,NA,35.868,NA,NA,6.17
"1967-12-15",20.23,NA,35.971,NA,NA,4.53
"1968-01-15",18.49,NA,35.865,NA,NA,5.61
"1968-02-15",18.38,NA,35.798,NA,NA,NA
"1968-03-15",18.67,NA,35.757,NA,NA,NA
"1968-04-15",18.18,NA,35.707,NA,NA,5.51
"1968-05-15",19.03,NA,35.775,NA,NA,7.98
"1968-06-15",19.52,NA,35.778,NA,NA,NA
"1968-07-15",22.84,NA,35.774,NA,NA,4.7
"1968-08-15",23.32,NA,35.7,NA,NA,5.56
"1968-09-15",24.63,NA,35.881,NA,NA,4.88
"1968-10-15",25.81,NA,35.969,NA,NA,6.33
"1968-11-15",24.09,NA,35.886,NA,NA,2.05
"1968-12-15",21.12,NA,35.802,NA,NA,4.7
"1969-01-15",20.64,NA,35.789,NA,NA,1.37
"1969-02-15",20.4,NA,35.908,NA,NA,9.14
"1969-03-15",20.63,NA,35.83,NA,NA,NA
"1969-04-15",20.2,NA,35.758,NA,NA,1.83
"1969-05-15",19.94,NA,35.801,NA,NA,8
"1969-06-15",20.47,NA,35.849,NA,NA,6.17
"1969-07-15",24.17,NA,35.938,NA,NA,6.53
"1969-08-15",26.74,NA,35.751,NA,NA,NA
"1969-09-15",26.33,NA,35.62,NA,NA,NA
"1969-10-15",24.33,NA,35.9,NA,NA,NA
"1969-11-15",23.94,NA,35.859,NA,NA,NA
"1969-12-15",21.32,NA,35.937,NA,NA,NA
"1970-01-15",20.02,NA,35.859,NA,NA,5.72
"1970-02-15",19.54,NA,35.611,NA,NA,NA
"1970-03-15",19.98,NA,35.72,NA,NA,1.23
"1970-04-15",19.3,NA,35.721,NA,NA,10.12
"1970-05-15",19.74,NA,35.69,NA,NA,9.35
"1970-06-15",20.85,NA,35.922,NA,NA,NA
"1970-07-15",23.17,NA,35.994,NA,NA,8.72
"1970-08-15",25.3,NA,36.008,NA,NA,NA
"1970-09-15",23.89,NA,35.914,NA,NA,NA
"1970-10-15",24.12,NA,35.948,NA,NA,NA
"1970-11-15",21.65,NA,35.815,NA,NA,5.47
"1970-12-15",21.45,NA,35.846,NA,NA,NA
"1971-01-15",19.73,NA,35.967,NA,NA,3.4
"1971-02-15",18.49,NA,36.069,NA,NA,NA
"1971-03-15",18.67,NA,35.903,NA,NA,8.38
"1971-04-15",18.69,NA,35.698,NA,NA,NA
"1971-05-15",18.5,NA,35.733,NA,NA,NA
"1971-06-15",19.41,NA,35.817,NA,NA,7.29
"1971-07-15",23.13,NA,35.946,NA,NA,NA
"1971-08-15",25.6,NA,35.991,NA,NA,6.32
"1971-09-15",26.19,NA,35.992,NA,NA,11.92
"1971-10-15",24.79,NA,36.085,NA,NA,9.3
"1971-11-15",22.68,NA,36.052,NA,NA,NA
"1971-12-15",19.95,NA,35.838,NA,NA,5.08
"1972-01-15",19.11,NA,35.863,NA,NA,8.17
"1972-02-15",17.77,NA,35.772,NA,NA,7.5
"1972-03-15",17.71,NA,35.647,NA,NA,5.65
"1972-04-15",18.39,NA,35.799,NA,NA,7.21
"1972-05-15",18.54,NA,35.794,NA,NA,7.62
"1972-06-15",19.75,NA,35.844,NA,NA,NA
"1972-07-15",21.46,NA,35.997,NA,NA,8.77
"1972-08-15",23.56,NA,36.002,NA,NA,3.34
"1972-09-15",25.02,NA,36.161,NA,NA,4.63
"1972-10-15",23.49,NA,36.139,NA,NA,5.67
"1972-11-15",21.71,NA,35.974,NA,NA,NA
"1972-12-15",19.37,NA,35.884,NA,NA,8.47
"1973-01-15",18.37,NA,35.869,NA,NA,6.09
"1973-02-15",18.31,NA,35.884,NA,NA,3.48
"1973-03-15",18.87,NA,35.794,NA,NA,6.91
"1973-04-15",19.37,NA,35.817,NA,NA,5.1
"1973-05-15",19.59,NA,35.823,NA,NA,8.97
"1973-06-15",20.93,NA,35.897,NA,NA,5.42
"1973-07-15",23.61,NA,35.947,NA,NA,9.7
"1973-08-15",24.39,NA,36.037,NA,NA,NA
"1973-09-15",24.29,NA,36.014,NA,NA,7.81
"1973-10-15",22.38,NA,35.918,NA,NA,6.09
"1973-11-15",22.18,NA,35.678,NA,NA,5.75
"1973-12-15",21.15,NA,35.831,NA,NA,NA
"1974-01-15",19.11,NA,35.857,NA,NA,NA
"1974-02-15",17.97,NA,35.983,NA,NA,NA
"1974-03-15",18.32,NA,35.924,NA,NA,NA
"1974-04-15",18.53,NA,35.907,NA,NA,8.43
"1974-05-15",18.54,NA,35.735,NA,NA,NA
"1974-06-15",19.72,NA,35.906,NA,NA,NA
"1974-07-15",23.17,NA,35.868,NA,NA,NA
"1974-08-15",25.71,NA,35.984,NA,NA,4.8
"1974-09-15",26.27,NA,36.038,NA,NA,6.27
"1974-10-15",24.23,NA,35.949,NA,NA,NA
"1974-11-15",20.94,NA,35.893,NA,NA,7.43
"1974-12-15",20.16,NA,35.913,NA,NA,5.44
"1975-01-15",19.55,NA,35.807,NA,NA,NA
"1975-02-15",18.43,NA,35.918,NA,NA,6.47
"1975-03-15",18.66,NA,35.908,NA,NA,8.76
"1975-04-15",18.72,NA,35.92,NA,NA,5.81
"1975-05-15",18.54,NA,35.95,NA,NA,NA
"1975-06-15",19.38,NA,35.867,NA,NA,7.91
"1975-07-15",23.36,NA,35.847,NA,NA,NA
"1975-08-15",26.79,NA,35.781,NA,NA,NA
"1975-09-15",26.24,NA,35.904,NA,NA,NA
"1975-10-15",24.04,NA,35.898,NA,NA,NA
"1975-11-15",22.72,NA,35.961,NA,NA,5.77
"1975-12-15",20.51,NA,35.693,NA,NA,NA
"1976-01-15",19.22,NA,35.925,NA,NA,9.66
"1976-02-15",18.24,NA,36.021,NA,NA,5.81
"1976-03-15",18.4,NA,35.843,NA,NA,7.12
"1976-04-15",18.46,NA,35.711,NA,NA,NA
"1976-05-15",18.6,NA,35.651,NA,NA,NA
"1976-06-15",19.67,NA,35.606,NA,NA,7.97
"1976-07-15",23.43,NA,35.818,NA,NA,4.56
"1976-08-15",26.19,NA,35.878,NA,NA,3.78
"1976-09-15",25.76,NA,35.826,NA,NA,12.55
"1976-10-15",24.56,NA,35.755,NA,NA,8.73
"1976-11-15",22.24,NA,35.754,NA,NA,NA
"1976-12-15",20.54,NA,35.78,NA,NA,NA
"1977-01-15",18.73,NA,35.915,NA,NA,NA
"1977-02-15",18.51,NA,35.877,NA,NA,NA
"1977-03-15",18.92,NA,35.858,NA,NA,5.68
"1977-04-15",19.43,NA,35.724,NA,NA,4.84
"1977-05-15",19.19,NA,35.956,NA,NA,9.11
"1977-06-15",20.13,NA,35.937,NA,NA,9.69
"1977-07-15",22.58,NA,35.975,NA,NA,8.31
"1977-08-15",23.27,NA,35.995,NA,NA,8.66
"1977-09-15",23.44,NA,35.868,NA,NA,7.25
"1977-10-15",22.7,NA,36.014,NA,NA,7.91
"1977-11-15",22.31,NA,35.935,NA,NA,4.74
"1977-12-15",21.09,NA,35.934,NA,NA,6.38
"1978-01-15",20.07,NA,35.939,NA,NA,6.48
"1978-02-15",19.49,NA,35.874,NA,NA,4.14
"1978-03-15",18.8,NA,35.891,NA,NA,7.29
"1978-04-15",18.2,NA,35.924,NA,NA,3.91
"1978-05-15",18.52,NA,35.929,NA,NA,6.71
"1978-06-15",19.78,NA,35.994,NA,NA,9.08
"1978-07-15",23.15,NA,36.019,NA,NA,4.57
"1978-08-15",25.68,NA,35.977,NA,NA,6.87
"1978-09-15",26.93,NA,35.925,NA,NA,2.63
"1978-10-15",25.98,NA,35.7,NA,NA,2.31
"1978-11-15",24.32,NA,35.686,NA,NA,9.11
"1978-12-15",21.61,NA,35.7,NA,NA,5.79
"1979-01-15",20.62,NA,35.737,NA,NA,5.28
"1979-02-15",20.42,NA,35.762,NA,NA,2.92
"1979-03-15",19.27,NA,35.89,NA,NA,5.75
"1979-04-15",19.38,NA,35.777,NA,NA,3.08
"1979-05-15",19.65,NA,35.896,NA,NA,3.6
"1979-06-15",20.33,NA,35.948,NA,NA,9.8
"1979-07-15",22.98,NA,35.966,NA,NA,5.75
"1979-08-15",24.59,NA,35.976,NA,NA,5.83
"1979-09-15",25.88,NA,35.99,NA,NA,3.88
"1979-10-15",24.02,NA,35.951,NA,NA,4.96
"1979-11-15",23.24,NA,35.829,NA,NA,3.31
"1979-12-15",22.12,NA,35.708,NA,NA,5.83
"1980-01-15",20.83,NA,35.783,NA,NA,0.77
"1980-02-15",20.05,NA,36.001,NA,NA,NA
"1980-03-15",19.48,NA,36.018,NA,NA,2.6
"1980-04-15",20.77,NA,36.004,NA,NA,7.66
"1980-05-15",20.47,NA,36.005,NA,NA,NA
"1980-06-15",20.95,NA,36.016,NA,NA,5.95
"1980-07-15",22.61,NA,36.12,NA,NA,5.1
"1980-08-15",24.75,NA,36.104,NA,NA,NA
"1980-09-15",25.3,NA,36.029,NA,NA,6.64
"1980-10-15",23.99,NA,36.149,NA,NA,NA
"1980-11-15",22.51,NA,35.897,NA,NA,10.7
"1980-12-15",20.5,NA,35.937,NA,NA,NA
"1981-01-15",19.39,NA,35.943,NA,NA,NA
"1981-02-15",18.54,NA,35.94,NA,NA,NA
"1981-03-15",19.68,NA,35.959,NA,NA,8.22
"1981-04-15",18.68,NA,35.979,NA,NA,6.57
"1981-05-15",19.1,NA,35.986,NA,NA,9.35
"1981-06-15",20.65,NA,35.999,NA,NA,7.36
"1981-07-15",22.6,NA,36.085,NA,NA,6.2
"1981-08-15",25.17,NA,36.034,NA,NA,NA
"1981-09-15",26.59,NA,36.056,NA,NA,NA
"1981-10-15",24.18,NA,36.027,NA,NA,2.09
"1981-11-15",23.59,NA,36.067,NA,NA,7.32
"1981-12-15",22.84,NA,35.872,NA,NA,2.95
"1982-01-15",19.685,NA,35.899,NA,NA,7.07
"1982-02-15",18.186,NA,35.824,NA,NA,5.04
"1982-03-15",19.0915,NA,35.737,NA,NA,11.12
"1982-04-15",20,NA,35.835,NA,NA,NA
"1982-05-15",19.386,NA,35.856,NA,NA,8.94
"1982-06-15",20.3295,NA,35.882,NA,NA,NA
"1982-07-15",23.162,NA,35.981,NA,NA,8.31
"1982-08-15",23.864,NA,36.007,NA,NA,NA
"1982-09-15",24.126,NA,36.007,NA,NA,10.8
"1982-10-15",23.8,NA,35.969,NA,NA,11.8
"1982-11-15",21.795,NA,35.963,NA,NA,3.61
"1982-12-15",19.2655,NA,35.931,NA,NA,8.85
"1983-01-15",18.507,NA,35.902,NA,NA,2.87
"1983-02-15",18.763,NA,35.646,NA,NA,2.69
"1983-03-15",20.5335,NA,36.278,NA,NA,5.64
"1983-04-15",20.4175,NA,36.274,NA,NA,5.6
"1983-05-15",19.27,NA,36.262,NA,NA,8.68
"1983-06-15",20.7165,NA,36.322,NA,NA,NA
"1983-07-15",23.0175,NA,36.167,NA,NA,4.64
"1983-08-15",23.578,NA,36.165,NA,NA,4.51
"1983-09-15",24.6495,NA,36.14,NA,NA,4.88
"1983-10-15",25.455,NA,36.209,NA,NA,6.23
"1983-11-15",23.244,NA,36.108,NA,NA,6.62
"1983-12-15",21.338,NA,36.1,NA,NA,NA
"1984-01-15",18.371,NA,36.056,NA,NA,8.2
"1984-02-15",18.533,NA,35.941,NA,NA,NA
"1984-03-15",19.8455,NA,35.852,NA,NA,5.24
"1984-04-15",20.649,NA,35.767,NA,NA,3.82
"1984-05-15",20.405,NA,35.791,NA,NA,5.67
"1984-06-15",20.569,NA,35.828,NA,NA,9.06
"1984-07-15",22.5185,NA,35.98,NA,NA,NA
"1984-08-15",23.483,NA,35.998,NA,NA,8.59
"1984-09-15",24.37,NA,36,NA,NA,3.82
"1984-10-15",24.2135,NA,35.869,NA,NA,7.18
"1984-11-15",22.5925,NA,35.947,NA,NA,NA
"1984-12-15",20.002,NA,35.964,NA,NA,4.92
"1985-01-15",19.0915,NA,35.974,NA,NA,8.17
"1985-02-15",18.913,NA,35.935,NA,NA,5.2
"1985-03-15",19.0735,NA,35.881,NA,NA,6.05
"1985-04-15",19.419,NA,35.871,NA,NA,NA
"1985-05-15",19.0275,NA,35.956,NA,NA,NA
"1985-06-15",20.228,NA,36.141,NA,NA,6.93
"1985-07-15",22.258,NA,36.088,NA,NA,NA
"1985-08-15",24.12,NA,36.095,NA,NA,4.88
"1985-09-15",25.7495,NA,36.172,NA,NA,5.07
"1985-10-15",25.1415,NA,36.146,NA,NA,4.82
"1985-11-15",22.893,NA,36.084,NA,NA,5.28
"1985-12-15",20.531,NA,36.077,NA,NA,5
"1986-01-15",17.826,NA,36.093,NA,NA,NA
"1986-02-15",18.049,NA,36.081,NA,NA,5.43
"1986-03-15",19.0835,NA,36.045,NA,NA,2.68
"1986-04-15",19.366,NA,35.953,NA,NA,NA
"1986-05-15",19.4285,NA,35.988,NA,NA,9.49
"1986-06-15",20.4615,NA,36.055,NA,NA,4.28
"1986-07-15",22.419,NA,36.116,NA,NA,7.26
"1986-08-15",24.41,NA,36.164,NA,NA,5.07
"1986-09-15",26.471,NA,36.092,NA,NA,4.55
"1986-10-15",23.61,NA,36.067,NA,NA,5.63
"1986-11-15",21.4335,NA,35.975,NA,NA,3.52
"1986-12-15",19.5255,NA,35.983,NA,NA,NA
"1987-01-15",18.5615,NA,36.026,NA,NA,NA
"1987-02-15",19.001,NA,35.838,NA,NA,4.12
"1987-03-15",20.688,NA,35.937,NA,NA,3.48
"1987-04-15",20.696,NA,35.826,NA,NA,4.37
"1987-05-15",19.6715,NA,35.849,NA,NA,4.64
"1987-06-15",21.5045,NA,35.905,NA,NA,5.8
"1987-07-15",22.699,NA,35.942,NA,NA,6.16
"1987-08-15",24.517,NA,35.977,NA,NA,5.67
"1987-09-15",25.3635,NA,35.98,NA,NA,5.19
"1987-10-15",24.799,NA,35.964,NA,NA,6.27
"1987-11-15",23.268,NA,36.236,NA,NA,3.03
"1987-12-15",21.624,NA,36.021,NA,NA,3.14
"1988-01-15",19.1375,NA,36.129,NA,NA,4.6
"1988-02-15",18.51,NA,36.082,NA,NA,NA
"1988-03-15",20.226,NA,36.044,NA,NA,NA
"1988-04-15",20.5425,NA,35.932,NA,NA,4.85
"1988-05-15",20.4035,NA,36.02,NA,NA,7.67
"1988-06-15",20.7475,NA,35.978,NA,NA,8.91
"1988-07-15",22.2025,NA,36.1,NA,NA,3.27
"1988-08-15",25.2495,NA,36.067,NA,NA,6.51
"1988-09-15",26.46,NA,36.077,NA,NA,8.84
"1988-10-15",23.8685,NA,36.053,NA,NA,NA
"1988-11-15",23.3955,NA,36.016,NA,NA,5.52
"1988-12-15",20.6255,NA,36.019,NA,NA,7.32
"1989-01-15",18.5285,NA,36.078,NA,NA,6.92
"1989-02-15",18.717,NA,36.051,NA,NA,8.96
"1989-03-15",19.6745,NA,36.073,NA,NA,6.34
"1989-04-15",19.0985,NA,36.038,NA,NA,NA
"1989-05-15",19.981,NA,36.035,NA,NA,5.87
"1989-06-15",21.0465,NA,36.051,NA,NA,6.19
"1989-07-15",24.3465,NA,36.091,NA,NA,6.16
"1989-08-15",26.6685,NA,36.111,NA,NA,NA
"1989-09-15",26.432,NA,36.118,NA,NA,2.92
"1989-10-15",24.3945,NA,36.164,NA,NA,NA
"1989-11-15",22.9585,NA,36.132,NA,NA,NA
"1989-12-15",21.842,NA,36.11,NA,NA,NA
"1990-01-15",18.5525,NA,36.018,NA,NA,3.9
"1990-02-15",19.646,NA,36.109,NA,NA,2.88
"1990-03-15",20.347,NA,36.018,NA,NA,3.91
"1990-04-15",20.439,NA,36.006,NA,NA,4.67
"1990-05-15",20.672,NA,36.009,NA,NA,5.17
"1990-06-15",20.9485,NA,36.028,NA,NA,6.75
"1990-07-15",23.5965,NA,35.851,NA,NA,NA
"1990-08-15",26.0825,NA,35.932,NA,NA,10.6
"1990-09-15",26.2285,NA,35.963,NA,NA,4.75
"1990-10-15",25.532,NA,35.991,NA,NA,8.01
"1990-11-15",23.065,NA,35.967,NA,NA,7.22
"1990-12-15",20.3575,NA,36.011,NA,NA,NA
"1991-01-15",18.775,NA,36.065,NA,NA,1.65
"1991-02-15",18.7795,NA,35.957,NA,NA,NA
"1991-03-15",19.375,NA,35.924,NA,NA,NA
"1991-04-15",20.1865,NA,35.899,NA,NA,6.53
"1991-05-15",19.765,NA,35.917,NA,NA,7.36
"1991-06-15",20.6825,NA,35.94,NA,NA,7.28
"1991-07-15",22.3045,NA,35.987,NA,NA,10.08
"1991-08-15",24.221,NA,36.001,NA,NA,6.18
"1991-09-15",25.9975,NA,35.986,NA,NA,7.37
"1991-10-15",25.111,NA,35.96,NA,NA,4.31
"1991-11-15",23.2635,NA,35.924,NA,NA,NA
"1991-12-15",21.3895,NA,35.932,NA,NA,4.9
"1992-01-15",20.1975,NA,35.945,NA,NA,NA
"1992-02-15",19.3585,NA,35.981,NA,NA,NA
"1992-03-15",19.0015,NA,35.946,NA,NA,NA
"1992-04-15",19.383,NA,35.94,NA,NA,10.8
"1992-05-15",20.1175,NA,35.925,NA,NA,NA
"1992-06-15",20.5395,NA,35.796,NA,NA,6.17
"1992-07-15",22.5065,NA,35.923,NA,NA,7.7
"1992-08-15",23.826,NA,35.95,NA,NA,6.51
"1992-09-15",24.8565,NA,35.97,NA,NA,NA
"1992-10-15",23.9015,NA,35.946,NA,NA,1.09
"1992-11-15",21.548,NA,35.922,NA,NA,NA
"1992-12-15",19.689,NA,36.009,NA,NA,5.63
"1993-01-15",18.364,NA,36.026,NA,-0.137,5.86
"1993-02-15",18.535,NA,36.035,NA,0.036,2.41
"1993-03-15",19.3775,NA,35.985,NA,-0.108,NA
"1993-04-15",20.3245,NA,35.97,NA,-0.0455,NA
"1993-05-15",19.687,NA,35.877,NA,-0.064,NA
"1993-06-15",20.767,NA,35.907,NA,-0.058,NA
"1993-07-15",22.8295,NA,35.948,NA,-0.0725,6.82
"1993-08-15",25.452,NA,35.982,NA,0.0295,NA
"1993-09-15",24.5835,NA,35.984,NA,-0.0995,6.81
"1993-10-15",22.6255,NA,35.973,NA,-0.05,NA
"1993-11-15",21.198,NA,35.955,NA,-0.0565,4.45
"1993-12-15",18.695,NA,35.967,NA,-0.097,NA
"1994-01-15",17.6345,NA,35.99,NA,0.146,NA
"1994-02-15",17.864,NA,35.982,NA,-0.1575,NA
"1994-03-15",18.6705,NA,35.947,NA,0.109,NA
"1994-04-15",19.8825,NA,35.975,NA,-0.0565,NA
"1994-05-15",20.087,NA,35.977,NA,0.0395,7.92
"1994-06-15",20.6895,NA,35.99,NA,-0.039,2.22
"1994-07-15",23.453,NA,36.034,NA,0.066,NA
"1994-08-15",24.9635,NA,36.047,NA,0.0405,NA
"1994-09-15",24.2795,NA,36.04,NA,0.048,NA
"1994-10-15",24.3305,NA,36.022,NA,-0.025,NA
"1994-11-15",22.2855,NA,35.996,NA,-0.006,5.37
"1994-12-15",20.568,NA,36.007,NA,-0.1015,2.96
"1995-01-15",18.5435,NA,36.043,NA,0.127,NA
"1995-02-15",18.424,NA,36.028,NA,-0.174,NA
"1995-03-15",19.026,NA,35.983,NA,0.118,NA
"1995-04-15",19.292,NA,35.944,NA,-0.09,NA
"1995-05-15",19.3925,NA,35.953,NA,0.1655,5.1
"1995-06-15",21.7835,NA,35.976,NA,-0.2125,NA
"1995-07-15",25.0155,NA,36.031,NA,-0.045,NA
"1995-08-15",26.383,NA,36.045,NA,-0.0165,5.94
